Name	Year	Decade	Abilities	AbilitiesCount	Partnerships	PartnershipsCount	URL	ImageURL	localFilePath	NameCaps	PartnershipsCaps	AbilitiesCaps
Miss X	1940	1940		0		0	https://en.wikipedia.org/wiki/Miss_X_(character)	https://None	N/A	MISS X		
Mr. America	2007	2000	Possesses two explosive  whips,Maximum physical condition,Skilled  detective,hand to hand combatant	4	All-American Kid	1	https://en.wikipedia.org/wiki/Mister_America_(Jeffrey_Graves)	https://upload.wikimedia.org/wikipedia/en/2/27/Mr._AmericaJSA.jpg	img.dc_chars/97.jpg	MR. AMERICA	ALL-AMERICAN KID	POSSESSES TWO EXPLOSIVE  WHIPS,MAXIMUM PHYSICAL CONDITION,SKILLED  DETECTIVE,HAND TO HAND COMBATANT
Mister Terrific	1942	1940		0		0	https://en.wikipedia.org/wiki/Mister_Terrific_(character)	https://upload.wikimedia.org/wikipedia/en/thumb/8/82/Mister_Terrifics.jpg/250px-Mister_Terrifics.jpg	img.dc_chars/98.jpg	MISTER TERRIFIC		
Mister Terrific	1942	1940	Olympic-level athlete,Master martial artist,Genius-level intellect,Photographic memory	4		0	https://en.wikipedia.org/wiki/Mister_Terrific_(Terry_Sloane)	https://upload.wikimedia.org/wikipedia/en/a/a7/Mister_Terrific_%28Terry_Sloane%29.png	img.dc_chars/99.png	MISTER TERRIFIC		OLYMPIC-LEVEL ATHLETE,MASTER MARTIAL ARTIST,GENIUS-LEVEL INTELLECT,PHOTOGRAPHIC MEMORY
Moby Dick and Mighty Mightor	2020	2020		0		0	https://en.wikipedia.org/wiki/Moby_Dick_and_Mighty_Mightor	https://upload.wikimedia.org/wikipedia/en/thumb/9/97/MobyDickAndMightyMightor.jpg/250px-MobyDickAndMightyMightor.jpg	img.dc_chars/100.jpg	MOBY DICK AND MIGHTY MIGHTOR		
Mogo the Living Planet	1985	1980		0		0	https://en.wikipedia.org/wiki/Mogo	https://upload.wikimedia.org/wikipedia/en/thumb/5/51/Mogo_%28DC_Comics%29.jpg/250px-Mogo_%28DC_Comics%29.jpg	img.dc_chars/101.jpg	MOGO THE LIVING PLANET		
Mother Panic	2016	2010	Cybernetic enhancement,Superhuman strength	2	Batman	1	https://en.wikipedia.org/wiki/Mother_Panic	https://upload.wikimedia.org/wikipedia/en/4/4d/Mother_Panic_8.jpg	img.dc_chars/102.jpg	MOTHER PANIC	BATMAN	CYBERNETIC ENHANCEMENT,SUPERHUMAN STRENGTH
Brian Butler	1940	1940	Olympic level athlete,Keen investigative skills,Use of utility belt	3		0	https://en.wikipedia.org/wiki/Mr._Scarlet_and_Pinky_the_Whiz_Kid	https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/WowComicsNo2.png/250px-WowComicsNo2.png	img.dc_chars/103.png	BRIAN BUTLER		OLYMPIC LEVEL ATHLETE,KEEN INVESTIGATIVE SKILLS,USE OF UTILITY BELT
El Muerto	2000	2000	Highly skilled fighter,Superhuman durability	2	Acrata	1	https://en.wikipedia.org/wiki/El_Muerto_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Acratadcu0.jpg/250px-Acratadcu0.jpg	img.dc_chars/104.jpg	EL MUERTO	ACRATA	HIGHLY SKILLED FIGHTER,SUPERHUMAN DURABILITY
Nemesis	1980	1980	Master of disguise,uses disposable masks made of a fine,highly malleable material which could be instantly dissolved with a special spray in his collar	3		0	https://en.wikipedia.org/wiki/Nemesis_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/3/32/Nemesis_%28Tresser%29.jpg	img.dc_chars/105.jpg	NEMESIS		MASTER OF DISGUISE,USES DISPOSABLE MASKS MADE OF A FINE,HIGHLY MALLEABLE MATERIAL WHICH COULD BE INSTANTLY DISSOLVED WITH A SPECIAL SPRAY IN HIS COLLAR
Neron	1995	1990	Vast reality manipulation,Hellfire manipulation,Spatial manipulation,Necromancy,Telepathy,Telekinesis,Teleportation,Chronokinesis,Dimensional travel,Shapeshifting,Size alteration,Power bestowal,Mastery of maleficium	13		0	https://en.wikipedia.org/wiki/Neron_(character)	https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/Neron_%28DC_Comics%29.png/228px-Neron_%28DC_Comics%29.png	img.dc_chars/106.png	NERON		VAST REALITY MANIPULATION,HELLFIRE MANIPULATION,SPATIAL MANIPULATION,NECROMANCY,TELEPATHY,TELEKINESIS,TELEPORTATION,CHRONOKINESIS,DIMENSIONAL TRAVEL,SHAPESHIFTING,SIZE ALTERATION,POWER BESTOWAL,MASTERY OF MALEFICIUM
Nightmaster	1969	1960	Possesses magic sword that warns of danger,compels truth,retards aging,as well as magic armor	4		0	https://en.wikipedia.org/wiki/Nightmaster	https://upload.wikimedia.org/wikipedia/en/thumb/6/68/Nightmaster_DC_Preview_Showcase_82.jpg/250px-Nightmaster_DC_Preview_Showcase_82.jpg	img.dc_chars/107.jpg	NIGHTMASTER		POSSESSES MAGIC SWORD THAT WARNS OF DANGER,COMPELS TRUTH,RETARDS AGING,AS WELL AS MAGIC ARMOR
Nightrider	1991	1990	Vampiric physiology	1		0	https://en.wikipedia.org/wiki/Nightrider_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/c/c3/Dagon.png	img.dc_chars/108.png	NIGHTRIDER		VAMPIRIC PHYSIOLOGY
Nubia	1973	1970	"Super strength, speed, agility, reflexes, senses, stamina, durability, and endurance,Superior hand-to-hand combatant,Magical weaponry, including a magical sword and armor,Paralyzing ""Cold Sight"",Possesses the ability to open dimensional portals via lion armor,Possesses the ability to relieve her body of physical injury and toxins by becoming one with the Earth's soil and then reforming her body whole again,Immortality"	7		0	https://en.wikipedia.org/wiki/Nubia_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/6/64/Scan_of_the_cover_of_Nubia_%26_the_Amazons_1%2C_published_by_DC_Comics_October_2021%2C_art_by_Alitha_Martinez_%26_Laura_Martin.jpg/250px-Scan_of_the_cover_of_Nubia_%26_the_Amazons_1%2C_published_by_DC_Comics_October_2021%2C_art_by_Alitha_Martinez_%26_Laura_Martin.jpg	img.dc_chars/109.jpg	NUBIA		"SUPER STRENGTH, SPEED, AGILITY, REFLEXES, SENSES, STAMINA, DURABILITY, AND ENDURANCE,SUPERIOR HAND-TO-HAND COMBATANT,MAGICAL WEAPONRY, INCLUDING A MAGICAL SWORD AND ARMOR,PARALYZING ""COLD SIGHT"",POSSESSES THE ABILITY TO OPEN DIMENSIONAL PORTALS VIA LION ARMOR,POSSESSES THE ABILITY TO RELIEVE HER BODY OF PHYSICAL INJURY AND TOXINS BY BECOMING ONE WITH THE EARTH'S SOIL AND THEN REFORMING HER BODY WHOLE AGAIN,IMMORTALITY"
Dr. Victoria October	2017	2010	World's foremost expert on human bioweaponry	1		0	https://en.wikipedia.org/wiki/Victoria_October	https://upload.wikimedia.org/wikipedia/en/thumb/f/f0/Victoria_october_-_detective_comics.jpg/250px-Victoria_october_-_detective_comics.jpg	img.dc_chars/110.jpg	DR. VICTORIA OCTOBER		WORLD'S FOREMOST EXPERT ON HUMAN BIOWEAPONRY
Orpheus	2001	2000	Expert martial artist,Camouflage in shadows (via suit)	2		0	https://en.wikipedia.org/wiki/Orpheus_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/b/bf/Orpheus2.png/250px-Orpheus2.png	img.dc_chars/111.png	ORPHEUS		EXPERT MARTIAL ARTIST,CAMOUFLAGE IN SHADOWS (VIA SUIT)
Pandora Pann	1981	1980	Trained  archaeologist	1		0	https://en.wikipedia.org/wiki/Pandora_Pann	https://upload.wikimedia.org/wikipedia/en/thumb/b/b1/Pandorapanndcu0.jpg/250px-Pandorapanndcu0.jpg	img.dc_chars/112.jpg	PANDORA PANN		TRAINED  ARCHAEOLOGIST
Sylvester Pemberton	1941	1940	Superb athlete,Hand to hand combatant,Cosmic converter belt	3	Pat Dugan	1	https://en.wikipedia.org/wiki/Sylvester_Pemberton	https://upload.wikimedia.org/wikipedia/en/thumb/8/81/The_Star-Spangled_Kid_%28Sylvester_Pemberton%29.png/250px-The_Star-Spangled_Kid_%28Sylvester_Pemberton%29.png	img.dc_chars/113.png	SYLVESTER PEMBERTON	PAT DUGAN	SUPERB ATHLETE,HAND TO HAND COMBATANT,COSMIC CONVERTER BELT
Philippus of Themyscira	1987	1980	Trained in high levels of hand-to-hand combat,Expertise in a wide array of weapons,Immortality,Accelerated healing,Limited super-strength,Limited durability,Enhanced reflexes/agility	7		0	https://en.wikipedia.org/wiki/Philippus_(character)	https://upload.wikimedia.org/wikipedia/en/thumb/1/14/Philippus.jpg/250px-Philippus.jpg	img.dc_chars/114.jpg	PHILIPPUS OF THEMYSCIRA		TRAINED IN HIGH LEVELS OF HAND-TO-HAND COMBAT,EXPERTISE IN A WIDE ARRAY OF WEAPONS,IMMORTALITY,ACCELERATED HEALING,LIMITED SUPER-STRENGTH,LIMITED DURABILITY,ENHANCED REFLEXES/AGILITY
Prez	1973	1970		0		0	https://en.wikipedia.org/wiki/Prez_(character)	https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Prez_1_1973.jpg/250px-Prez_1_1973.jpg	img.dc_chars/115.jpg	PREZ		
Oliver Queen	2012	2010		0		0	https://en.wikipedia.org/wiki/Oliver_Queen_(Arrowverse)	https://upload.wikimedia.org/wikipedia/en/5/5f/Arrow_%28Stephen_Amell%29.jpg	img.dc_chars/116.jpg	OLIVER QUEEN		
Thea Queen	2012	2010		0		0	https://en.wikipedia.org/wiki/Thea_Queen	https://upload.wikimedia.org/wikipedia/en/thumb/9/91/Thea_Arrow.png/250px-Thea_Arrow.png	img.dc_chars/117.png	THEA QUEEN		
The Question	1967	1960	Use of pseudoderm mask,Genius-level intelligence,Master detective and journalist,Skilled martial artist, stealth and hand-to-hand combatant,Mystical powers derived from zen buddhism and urban shamanism	5		0	https://en.wikipedia.org/wiki/Question_(character)	https://upload.wikimedia.org/wikipedia/en/4/47/Question_%28Vic_Sage%29.jpg	img.dc_chars/118.jpg	THE QUESTION		USE OF PSEUDODERM MASK,GENIUS-LEVEL INTELLIGENCE,MASTER DETECTIVE AND JOURNALIST,SKILLED MARTIAL ARTIST, STEALTH AND HAND-TO-HAND COMBATANT,MYSTICAL POWERS DERIVED FROM ZEN BUDDHISM AND URBAN SHAMANISM
Ragman	1976	1970	Enhanced physical attributes,Enchanted costume,Limited flight,Skilled in the use of magic	4		0	https://en.wikipedia.org/wiki/Ragman_(character)	https://upload.wikimedia.org/wikipedia/en/b/b4/Ragman_%28DC_Comics_character%29.jpg	img.dc_chars/119.jpg	RAGMAN		ENHANCED PHYSICAL ATTRIBUTES,ENCHANTED COSTUME,LIMITED FLIGHT,SKILLED IN THE USE OF MAGIC
Rainbow Girl	1963	1960	Emotional spectrum manipulation	1		0	https://en.wikipedia.org/wiki/Rainbow_Girl	https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Rainbowgirllegion.jpg/250px-Rainbowgirllegion.jpg	img.dc_chars/120.jpg	RAINBOW GIRL		EMOTIONAL SPECTRUM MANIPULATION
Ravager	1980	1980	(Grant),Enhanced strength,reflexes	3		0	https://en.wikipedia.org/wiki/Ravager_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/7/70/Tt2ravager.PNG/250px-Tt2ravager.PNG	img.dc_chars/121.PNG	RAVAGER		(GRANT),ENHANCED STRENGTH,REFLEXES
Kyle Rayner	1994	1990	"Skilled and creative artist,Use of power ring grants:
Flight
Force-field generation
Generation of hard-light constructs
Energy blasts
Real-time translation of all languages
Enhanced strength, speed, and durability
Space travel
Limited cellular regeneration,Flight,Force-field generation,Generation of hard-light constructs,Energy blasts,Real-time translation of all languages,Enhanced strength, speed, and durability,Space travel,Limited cellular regeneration,Red Lantern energy grants:
Blood absorption
Napalm plasma breath
Rage infection,Blood absorption,Napalm plasma breath,Rage infection,Orange Lantern energy grants:
Energy siphoning
Soul manipulation,Energy siphoning,Soul manipulation,Yellow Lantern energy grants:
Fear empowerment and manipulation,Fear empowerment and manipulation,Blue Lantern energy grants:
Regenerative healing
Possession nullification
Emotional purification
Rage nullification,Regenerative healing,Possession nullification,Emotional purification,Rage nullification,Indigo Lantern energy grants:
Portal creation
Empathy manipulation,Portal creation,Empathy manipulation,Sapphire Lantern energy grants:
Crystal creation
Mind control,Crystal creation,Mind control,As White Lantern:
Control over life
Possession of all Lantern abilities
Resurrection
Clairvoyance
Astral communication,Control over life,Possession of all Lantern abilities,Resurrection,Clairvoyance,Astral communication"	36	Hal Jordan,Guy Gardner,John Stewart,Jade,Kilowog,Green Arrow/Connor Hawke,The Flash/Wally West,Donna Troy,Soranik Natu	9	https://en.wikipedia.org/wiki/Kyle_Rayner	https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Green_Lantern_%28Kyle_Rayner%29.png/250px-Green_Lantern_%28Kyle_Rayner%29.png	img.dc_chars/122.png	KYLE RAYNER	HAL JORDAN,GUY GARDNER,JOHN STEWART,JADE,KILOWOG,GREEN ARROW/CONNOR HAWKE,THE FLASH/WALLY WEST,DONNA TROY,SORANIK NATU	"SKILLED AND CREATIVE ARTIST,USE OF POWER RING GRANTS:
FLIGHT
FORCE-FIELD GENERATION
GENERATION OF HARD-LIGHT CONSTRUCTS
ENERGY BLASTS
REAL-TIME TRANSLATION OF ALL LANGUAGES
ENHANCED STRENGTH, SPEED, AND DURABILITY
SPACE TRAVEL
LIMITED CELLULAR REGENERATION,FLIGHT,FORCE-FIELD GENERATION,GENERATION OF HARD-LIGHT CONSTRUCTS,ENERGY BLASTS,REAL-TIME TRANSLATION OF ALL LANGUAGES,ENHANCED STRENGTH, SPEED, AND DURABILITY,SPACE TRAVEL,LIMITED CELLULAR REGENERATION,RED LANTERN ENERGY GRANTS:
BLOOD ABSORPTION
NAPALM PLASMA BREATH
RAGE INFECTION,BLOOD ABSORPTION,NAPALM PLASMA BREATH,RAGE INFECTION,ORANGE LANTERN ENERGY GRANTS:
ENERGY SIPHONING
SOUL MANIPULATION,ENERGY SIPHONING,SOUL MANIPULATION,YELLOW LANTERN ENERGY GRANTS:
FEAR EMPOWERMENT AND MANIPULATION,FEAR EMPOWERMENT AND MANIPULATION,BLUE LANTERN ENERGY GRANTS:
REGENERATIVE HEALING
POSSESSION NULLIFICATION
EMOTIONAL PURIFICATION
RAGE NULLIFICATION,REGENERATIVE HEALING,POSSESSION NULLIFICATION,EMOTIONAL PURIFICATION,RAGE NULLIFICATION,INDIGO LANTERN ENERGY GRANTS:
PORTAL CREATION
EMPATHY MANIPULATION,PORTAL CREATION,EMPATHY MANIPULATION,SAPPHIRE LANTERN ENERGY GRANTS:
CRYSTAL CREATION
MIND CONTROL,CRYSTAL CREATION,MIND CONTROL,AS WHITE LANTERN:
CONTROL OVER LIFE
POSSESSION OF ALL LANTERN ABILITIES
RESURRECTION
CLAIRVOYANCE
ASTRAL COMMUNICATION,CONTROL OVER LIFE,POSSESSION OF ALL LANTERN ABILITIES,RESURRECTION,CLAIRVOYANCE,ASTRAL COMMUNICATION"
Red Tornado	1960	1960	Superhuman strength, durability, and intellect,Enhanced senses,Aerokinesis and wind manipulation,Flight, invisibility, and deflection,Force field,Regeneration,Self-sustenance,Metamorphosis,Enhanced computer cracking,Changing from android to human form at will	10		0	https://en.wikipedia.org/wiki/Red_Tornado	https://upload.wikimedia.org/wikipedia/en/7/70/Red_Tornado_%28Ed_Benes%27s_art%29.png	img.dc_chars/123.png	RED TORNADO		SUPERHUMAN STRENGTH, DURABILITY, AND INTELLECT,ENHANCED SENSES,AEROKINESIS AND WIND MANIPULATION,FLIGHT, INVISIBILITY, AND DEFLECTION,FORCE FIELD,REGENERATION,SELF-SUSTENANCE,METAMORPHOSIS,ENHANCED COMPUTER CRACKING,CHANGING FROM ANDROID TO HUMAN FORM AT WILL
Rex Leech	1993	1990		0		0	https://en.wikipedia.org/wiki/Rex_Leech	https://upload.wikimedia.org/wikipedia/en/a/a7/RexLeech.jpg	img.dc_chars/124.jpg	REX LEECH		
Robin Hood	1938	1930	Expert  fencer,archer,tactician	3		0	https://en.wikipedia.org/wiki/Robin_Hood_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/0/07/Robinhooddcu0.jpg/250px-Robinhooddcu0.jpg	img.dc_chars/125.jpg	ROBIN HOOD		EXPERT  FENCER,ARCHER,TACTICIAN
Rocket	1993	1990	Expert athlete and acrobat,Skilled hand-to-hand combatant,Superhuman strength,Flight,Kinetic energy manipulation,Force field generation	6	Icon,Static	2	https://en.wikipedia.org/wiki/Rocket_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Rocketdcu0.jpg/250px-Rocketdcu0.jpg	img.dc_chars/126.jpg	ROCKET	ICON,STATIC	EXPERT ATHLETE AND ACROBAT,SKILLED HAND-TO-HAND COMBATANT,SUPERHUMAN STRENGTH,FLIGHT,KINETIC ENERGY MANIPULATION,FORCE FIELD GENERATION
Firestorm	1978	1970	"Elemental transmutation,Intangibility,Energy projection and absorption,Flight,,Enhanced strength, endurance, and resilience,""Quark vision"""	7		0	https://en.wikipedia.org/wiki/Ronnie_Raymond	https://upload.wikimedia.org/wikipedia/en/f/f4/Ronald_%27Ronnie%27_Raymond.png	img.dc_chars/127.png	FIRESTORM		"ELEMENTAL TRANSMUTATION,INTANGIBILITY,ENERGY PROJECTION AND ABSORPTION,FLIGHT,,ENHANCED STRENGTH, ENDURANCE, AND RESILIENCE,""QUARK VISION"""
Bluebird	2011	2010	Skilled martial artist and hand-to-hand combatant,Genius-level intellect,Utilizing high-tech equipment and weapons,Expert detective,Expert athlete, acrobat, and marksman,Master strategist and tactician,Skilled computer hacker,Proficient inventor and engineer	8	Batman,Tim Drake,Spoiler,Cassandra Cain,Jason Todd	5	https://en.wikipedia.org/wiki/Harper_Row	https://upload.wikimedia.org/wikipedia/en/6/6b/DC_Comics_Bluebird_Batman_28.png	img.dc_chars/128.png	BLUEBIRD	BATMAN,TIM DRAKE,SPOILER,CASSANDRA CAIN,JASON TODD	SKILLED MARTIAL ARTIST AND HAND-TO-HAND COMBATANT,GENIUS-LEVEL INTELLECT,UTILIZING HIGH-TECH EQUIPMENT AND WEAPONS,EXPERT DETECTIVE,EXPERT ATHLETE, ACROBAT, AND MARKSMAN,MASTER STRATEGIST AND TACTICIAN,SKILLED COMPUTER HACKER,PROFICIENT INVENTOR AND ENGINEER
Saint Walker	2008	2000	Regenerate and heal lost body parts,Generation of hard light constructs,Flight,Force field generation,Rage immunity,Energy blasts,Hope inducement,Energy aura,Energy manipulation,Energy absorption,Universal translator,Interstellar travel (survival at space),Dimensional travel,Holographic playback/protection,Electromagnetic scanning,Nullification of Red Lanterns,Energy draining of Yellow Lanters	17		0	https://en.wikipedia.org/wiki/Saint_Walker	https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Saint_Walker.png/250px-Saint_Walker.png	img.dc_chars/129.png	SAINT WALKER		REGENERATE AND HEAL LOST BODY PARTS,GENERATION OF HARD LIGHT CONSTRUCTS,FLIGHT,FORCE FIELD GENERATION,RAGE IMMUNITY,ENERGY BLASTS,HOPE INDUCEMENT,ENERGY AURA,ENERGY MANIPULATION,ENERGY ABSORPTION,UNIVERSAL TRANSLATOR,INTERSTELLAR TRAVEL (SURVIVAL AT SPACE),DIMENSIONAL TRAVEL,HOLOGRAPHIC PLAYBACK/PROTECTION,ELECTROMAGNETIC SCANNING,NULLIFICATION OF RED LANTERNS,ENERGY DRAINING OF YELLOW LANTERS
Salaak	1982	1980	Green Lantern Power Ring	1		0	https://en.wikipedia.org/wiki/Salaak	https://upload.wikimedia.org/wikipedia/en/6/6f/Salaak.png	img.dc_chars/130.png	SALAAK		GREEN LANTERN POWER RING
Samson & Goliath	2020	2020		0		0	https://en.wikipedia.org/wiki/Samson_%26_Goliath	https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Samson_%26_Goliath.JPG/250px-Samson_%26_Goliath.JPG	img.dc_chars/131.JPG	SAMSON & GOLIATH		
Sandman	1939	1930	"Wesley Dodds
Prophetic dreams
Expert hand-to-hand combatant and marksman
Decelerated aging
Use of gas gun
Morpheus
Incarnation of dream and reality
Vast cosmic powers
Magic mastery
Reality manipulation
Nigh-omniscience
Omnipresence
Telepathy
Immortality
Sandy Hawkins
Silicon-based body is elastic and resilient, morphs into sand and emits seismic disruptions
Prophetic dreams
Weapon proficiency
Use of gas gun,Prophetic dreams,Expert hand-to-hand combatant and marksman,Decelerated aging,Use of gas gun,Incarnation of dream and reality,Vast cosmic powers,Magic mastery,Reality manipulation,Nigh-omniscience,Omnipresence,Telepathy,Immortality,Silicon-based body is elastic and resilient, morphs into sand and emits seismic disruptions,Prophetic dreams,Weapon proficiency,Use of gas gun"	17		0	https://en.wikipedia.org/wiki/Sandman_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/1/1d/Sandman1-1-.jpg/250px-Sandman1-1-.jpg	img.dc_chars/132.jpg	SANDMAN		"WESLEY DODDS
PROPHETIC DREAMS
EXPERT HAND-TO-HAND COMBATANT AND MARKSMAN
DECELERATED AGING
USE OF GAS GUN
MORPHEUS
INCARNATION OF DREAM AND REALITY
VAST COSMIC POWERS
MAGIC MASTERY
REALITY MANIPULATION
NIGH-OMNISCIENCE
OMNIPRESENCE
TELEPATHY
IMMORTALITY
SANDY HAWKINS
SILICON-BASED BODY IS ELASTIC AND RESILIENT, MORPHS INTO SAND AND EMITS SEISMIC DISRUPTIONS
PROPHETIC DREAMS
WEAPON PROFICIENCY
USE OF GAS GUN,PROPHETIC DREAMS,EXPERT HAND-TO-HAND COMBATANT AND MARKSMAN,DECELERATED AGING,USE OF GAS GUN,INCARNATION OF DREAM AND REALITY,VAST COSMIC POWERS,MAGIC MASTERY,REALITY MANIPULATION,NIGH-OMNISCIENCE,OMNIPRESENCE,TELEPATHY,IMMORTALITY,SILICON-BASED BODY IS ELASTIC AND RESILIENT, MORPHS INTO SAND AND EMITS SEISMIC DISRUPTIONS,PROPHETIC DREAMS,WEAPON PROFICIENCY,USE OF GAS GUN"
Scarab	2020	2020		0		0	https://en.wikipedia.org/wiki/Scarab_(Vertigo)	https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Scarab_1_cover.jpg/250px-Scarab_1_cover.jpg	img.dc_chars/133.jpg	SCARAB		
Alan Scott	1940	1940	Magical ring  grants a variety of mystical powers such as flight,intangibility,force field creation,the ability to conjure,control magical green constructs,*Immense Superhuman Speed,*Flight,*Force Field,*Invisibility,*Frictionless Aura	10	Doiby Dickles,Jay Garrick,Jade,Obsidian	4	https://en.wikipedia.org/wiki/Alan_Scott	https://upload.wikimedia.org/wikipedia/en/thumb/1/1a/Green_Lantern_%28Alan_Scott%29.png/250px-Green_Lantern_%28Alan_Scott%29.png	img.dc_chars/134.png	ALAN SCOTT	DOIBY DICKLES,JAY GARRICK,JADE,OBSIDIAN	MAGICAL RING  GRANTS A VARIETY OF MYSTICAL POWERS SUCH AS FLIGHT,INTANGIBILITY,FORCE FIELD CREATION,THE ABILITY TO CONJURE,CONTROL MAGICAL GREEN CONSTRUCTS,*IMMENSE SUPERHUMAN SPEED,*FLIGHT,*FORCE FIELD,*INVISIBILITY,*FRICTIONLESS AURA
Seraph	1977	1970	Superhuman strength of  Samson,Ring of  Solomon,Staff of  Moses,the mantle of  Elijah	4		0	https://en.wikipedia.org/wiki/Seraph_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Super_Friends_41.jpeg/250px-Super_Friends_41.jpeg	img.dc_chars/135.jpeg	SERAPH		SUPERHUMAN STRENGTH OF  SAMSON,RING OF  SOLOMON,STAFF OF  MOSES,THE MANTLE OF  ELIJAH
Shade, the Changing Man	1977	1970	The M-Vest creates a strong forcefield that repels weaponry,allows a degree of flight,distorts Shade's appearance dependent on the viewer's mental state or his own	3		0	https://en.wikipedia.org/wiki/Shade,_the_Changing_Man	https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Changing-man.jpg/250px-Changing-man.jpg	img.dc_chars/136.jpg	SHADE, THE CHANGING MAN		THE M-VEST CREATES A STRONG FORCEFIELD THAT REPELS WEAPONRY,ALLOWS A DEGREE OF FLIGHT,DISTORTS SHADE'S APPEARANCE DEPENDENT ON THE VIEWER'S MENTAL STATE OR HIS OWN
Shadow Lass	1968	1960	Darkness generation and manipulation,Expert hand-to-hand combatant,Diplomacy,Legion Flight Ring	4		0	https://en.wikipedia.org/wiki/Shadow_Lass	https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Shadow_Lass_%281970s%29.png/250px-Shadow_Lass_%281970s%29.png	img.dc_chars/137.png	SHADOW LASS		DARKNESS GENERATION AND MANIPULATION,EXPERT HAND-TO-HAND COMBATANT,DIPLOMACY,LEGION FLIGHT RING
The Shadow	1930	1930	Expert detective,Skilled marksman and hand-to-hand combatant,Master of disguise and stealth,Various psychic abilities such as reading people's thoughts, controlling their minds, and altering their perceptions, enabling him to turn himself invisible (except for his shadow, which cannot be hidden, for unknown reasons),Low-level telekinesis (with small objects such as knives or glass debris),Low-level superhuman strength (able to lift a sturdy armored warrior with only one hand)	6		0	https://en.wikipedia.org/wiki/The_Shadow	https://upload.wikimedia.org/wikipedia/en/thumb/f/f5/The_Shadow_%28character%29.jpg/250px-The_Shadow_%28character%29.jpg	img.dc_chars/138.jpg	THE SHADOW		EXPERT DETECTIVE,SKILLED MARKSMAN AND HAND-TO-HAND COMBATANT,MASTER OF DISGUISE AND STEALTH,VARIOUS PSYCHIC ABILITIES SUCH AS READING PEOPLE'S THOUGHTS, CONTROLLING THEIR MINDS, AND ALTERING THEIR PERCEPTIONS, ENABLING HIM TO TURN HIMSELF INVISIBLE (EXCEPT FOR HIS SHADOW, WHICH CANNOT BE HIDDEN, FOR UNKNOWN REASONS),LOW-LEVEL TELEKINESIS (WITH SMALL OBJECTS SUCH AS KNIVES OR GLASS DEBRIS),LOW-LEVEL SUPERHUMAN STRENGTH (ABLE TO LIFT A STURDY ARMORED WARRIOR WITH ONLY ONE HAND)
Shazam	1940	1940	"By shouting the name ""SHAZAM!"", Billy is bestowed the powers of divine origin, primarily of Greek-Roman origin. These powers typically include:
Superhuman physical attributes: strength, speed, durability, etc.
Enhanced intelligence and knowledge
Physical and magical invulnerability
Control over lightning and magic,Superhuman physical attributes: strength, speed, durability, etc.,Enhanced intelligence and knowledge,Physical and magical invulnerability,Control over lightning and magic,Skilled hand-to-hand combatant and natural charisma makes him an apt radio personality."	6	Wizard Shazam,Courtney Whitmore,Mary Marvel,Captain Marvel Jr.,Tawky Tawny	5	https://en.wikipedia.org/wiki/Shazam_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Billy_Batson%2C_Shazam_Captain_Marvel_%28Modern%29.png/250px-Billy_Batson%2C_Shazam_Captain_Marvel_%28Modern%29.png	img.dc_chars/139.png	SHAZAM	WIZARD SHAZAM,COURTNEY WHITMORE,MARY MARVEL,CAPTAIN MARVEL JR.,TAWKY TAWNY	"BY SHOUTING THE NAME ""SHAZAM!"", BILLY IS BESTOWED THE POWERS OF DIVINE ORIGIN, PRIMARILY OF GREEK-ROMAN ORIGIN. THESE POWERS TYPICALLY INCLUDE:
SUPERHUMAN PHYSICAL ATTRIBUTES: STRENGTH, SPEED, DURABILITY, ETC.
ENHANCED INTELLIGENCE AND KNOWLEDGE
PHYSICAL AND MAGICAL INVULNERABILITY
CONTROL OVER LIGHTNING AND MAGIC,SUPERHUMAN PHYSICAL ATTRIBUTES: STRENGTH, SPEED, DURABILITY, ETC.,ENHANCED INTELLIGENCE AND KNOWLEDGE,PHYSICAL AND MAGICAL INVULNERABILITY,CONTROL OVER LIGHTNING AND MAGIC,SKILLED HAND-TO-HAND COMBATANT AND NATURAL CHARISMA MAKES HIM AN APT RADIO PERSONALITY."
